rxn,rxnName,GPR,lowMean,highMean,deltaFlux,absDeltaFlux,lowRange,highRange,rangeChange
ASPT,"L-aspartase",ZMO1_ZMO177,6.17505939736725e-05,2.65572075947235e-06,-5.90948732142002e-05,5.90948732142002e-05,0.000123501187947345,5.3114415189447e-06,-0.0001181897464284
ME1,"Malic enzyme (NAD)",ZMO1_ZMO1955,6.17192341111287e-05,2.63560126260304e-06,-5.90836328485257e-05,5.90836328485257e-05,0.000123438468222257,5.27120252520608e-06,-0.000118167265697051
EX_3dhq_e,"3-Dehydroquinate exchange",,6.17379091068012e-05,2.65571453752535e-06,-5.90821945692759e-05,5.90821945692759e-05,0.000123475818213602,5.31142907505069e-06,-0.000118164389138552
ARBt3ipp,"L-arabinose transport via proton antiport (periplasm)",ZMO1_ZMO1452 or ZMO1_ZMO1577,6.17154788456645e-05,2.63562243595734e-06,-5.90798564097072e-05,5.90798564097072e-05,0.000123430957691329,5.27124487191468e-06,-0.000118159712819414
CITL,"Citrate lyase",ZMO1_ZMO048,6.17327434103074e-05,2.65858826516141e-06,-5.9074155145146e-05,5.9074155145146e-05,0.000123465486820615,5.31717653032282e-06,-0.000118148310290292
THRt2pp,"L-threonine efflux transport via proton antiport (periplasm)",ZMO1_ZMO1338 or ZMO1_ZMO1456 or ZMO1_ZMO1437,6.17155076753813e-05,2.6442277289828e-06,-5.90712799463985e-05,5.90712799463985e-05,0.000123431015350763,5.28845545796561e-06,-0.000118142559892797
THRt2rpp,"L-threonine reversible transport via proton symport (periplasm)",ZMO1_ZMO1465,6.17155111814578e-05,2.64424660577247e-06,-5.90712645756853e-05,5.90712645756853e-05,0.000123431022362916,5.28849321154495e-06,-0.000118142529151371
LYSt3pp,"L-lysine transport out via proton antiport (cytoplasm to periplasm)",ZMO1_ZMO1338 or ZMO1_ZMO1437 or ZMO1_ZMO1456 or ZMO1_ZMO0047 or ZMO1_ZMO1973,6.17155045161749e-05,2.64424496354207e-06,-5.90712595526328e-05,5.90712595526328e-05,0.00012343100903235,5.28848992708414e-06,-0.000118142519105266
LYSt2pp,"L-lysine transport in via proton symport (periplasm)",ZMO1_ZMO1497 or ZMO1_ZMO1804,6.17154998486615e-05,2.64424717049804e-06,-5.90712526781635e-05,5.90712526781635e-05,0.000123430999697323,5.28849434099608e-06,-0.000118142505356327
ASPt2_2pp,"Aspartate transport via proton symport (2 H) (periplasm)",ZMO1_ZMO0578 or ZMO1_ZMOp33x,6.17154816513225e-05,2.64423291400752e-06,-5.9071248737315e-05,5.9071248737315e-05,0.000123430963302645,5.28846582801504e-06,-0.00011814249747463
VALt3pp,"L-valine transport out via proton antiport (periplasm)",,6.17154813369325e-05,2.6442443754604e-06,-5.90712369614721e-05,5.90712369614721e-05,0.000123430962673865,5.28848875092081e-06,-0.000118142473922944
GLYCL,"Glycine Cleavage System",ZMO1_ZMO0512,6.17242775014064e-05,2.65571970972829e-06,-5.90685577916781e-05,5.90685577916781e-05,0.000123448555002813,5.31143941945658e-06,-0.000118137115583356
GLYBt3pp,"Glycine betaine transport via proton antiport (periplasm)",ZMO1_ZMO0697 or ZMO1_ZMO0108,6.1715460320039e-05,2.64710743159882e-06,-5.90683528884402e-05,5.90683528884402e-05,0.000123430920640078,5.29421486319764e-06,-0.00011813670577688
GSNt2pp,"Guanosine transport in via proton symport (periplasm)",ZMO1_ZMO1572,6.17155143771697e-05,2.65859765950414e-06,-5.90569167176656e-05,5.90569167176656e-05,0.000123431028754339,5.31719531900827e-06,-0.000118113833435331
GSNt3pp,"Guanosine transport out via proton antiport (periplasm)",ZMO1_ZMO1452 or ZMO1_ZMO1577,6.17155143771697e-05,2.65859765950414e-06,-5.90569167176656e-05,5.90569167176656e-05,0.000123431028754339,5.31719531900827e-06,-0.000118113833435331
LCTSt3ipp,"Lactose transport via proton aniport (periplasm)",( ZMO1_ZMO1452 or ZMO1_ZMO1577 ),6.17155140512885e-05,2.65860229594608e-06,-5.90569117553424e-05,5.90569117553424e-05,0.000123431028102577,5.31720459189216e-06,-0.000118113823510685
LCTStpp,"Lactose transport via proton symport (periplasm)",ZMO1_ZMO0581,6.17155140512885e-05,2.65860229594608e-06,-5.90569117553424e-05,5.90569117553424e-05,0.000123431028102577,5.31720459189216e-06,-0.000118113823510685
FUMt2_2pp,"Fumarate transport via proton symport (2 H) (periplasm)",ZMO1_ZMO0578 or ZMO1_ZMOp33x,6.1702026121577e-05,2.64710386694243e-06,-5.90549222546345e-05,5.90549222546345e-05,0.000123404052243154,5.29420773388487e-06,-0.000118109844509269
ILEt2rpp,"L-isoleucine reversible transport via proton symport (periplasm)",,6.16891712943088e-05,2.64423366047595e-06,-5.90449376338328e-05,5.90449376338328e-05,0.000123378342588618,5.2884673209519e-06,-0.000118089875267666
Kt3pp,"Potassium transport out via proton antiport (periplasm)",( ZMO1_ZMO0846 or ZMO1_ZMO0846 or ZMO1_ZMOp33x ),6.16891695209365e-05,2.64423628948407e-06,-5.90449332314525e-05,5.90449332314525e-05,0.000123378339041873,5.28847257896814e-06,-0.000118089866462905
THD2pp,"NAD(P) transhydrogenase (periplasm)",ZMO1_ZMO1812 and ZMO1_ZMO1813,6.16891675502274e-05,2.6442562385473e-06,-5.904491131168e-05,5.904491131168e-05,0.000123378335100455,5.28851247709461e-06,-0.00011808982262336
ALDD2y,"Aldehyde dehydrogenase (acetaldehyde, NADP)",ZMO1_ZMO1272 or ZMO1_ZMO1754 or ZMO1_ZMO1596 or ZMO1_ZMO1771 or ZMO1_ZMO0090 or ZMO1_ZMO0169 or ZMO1_ZMO0309 or ZMO1_ZMO0318 or ZMO1_ZMO0341 or ZMO1_ZMO0797 or ZMO1_ZMO1222 or ZMO1_ZMO1576 or ZMO1_ZMO1578 or ZMO1_ZMO1692 or ZMO1_ZMO1946 or ZMO1_ZMOp33x or ZMO1_ZMOp39x or ZMO1_ZMO0169 or ZMO1_ZMO1576 or ZMO1_ZMO1578 or ZMO1_ZMOp33x or ZMO1_ZMO1236 or ZMO1_ZMOp33x,6.16891697324817e-05,2.65573715907408e-06,-5.90334325734077e-05,5.90334325734077e-05,0.000123378339464963,5.31147431814816e-06,-0.000118066865146815
DHQtpp,"DHQ export via facilitated transport",,-6.16891558683375e-05,-2.65573405044961e-06,5.90334218178879e-05,5.90334218178879e-05,0.000123378311736675,5.31146810089922e-06,-0.000118066843635776
A5PISO,"Arabinose-5-phosphate isomerase",ZMO1_ZMO1321 or ZMO1_ZMO1530,8.6893474301927e-05,2.81245409610165e-05,-5.87689333409105e-05,5.87689333409105e-05,2.36117238707791e-06,1.72586510416295e-07,-2.18858587666161e-06
KDOCT2,"3-deoxy-manno-octulosonate cytidylyltransferase",ZMO1_ZMO1489,8.6893474301927e-05,2.8124540980286e-05,-5.8768933321641e-05,5.8768933321641e-05,2.36117238707791e-06,1.72586520096696e-07,-2.18858586698121e-06
KDOPS,"3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase",ZMO1_ZMO1488,8.6893474301927e-05,2.8124540980286e-05,-5.8768933321641e-05,5.8768933321641e-05,2.36117238707791e-06,1.72586520096696e-07,-2.18858586698121e-06
KDOPP,"3-deoxy-manno-octulosonate-8-phosphatase",ZMO1_ZMO1180,8.6893474301927e-05,2.8124540980286e-05,-5.8768933321641e-05,5.8768933321641e-05,2.36117238707791e-06,1.72586520096696e-07,-2.18858586698121e-06
FDH5pp,"Formate Dehydrogenase (menaquinone-8) (periplasm)",,6.26910804780948e-05,5.04817234091726e-06,-5.76429081371775e-05,5.76429081371775e-05,0.00012538216095619,1.00963446818345e-05,-0.000115285816274355
GLYBt2pp,"Glycine betaine transport via proton symport (periplasm)",ZMO1_ZMO0293 or ZMO1_ZMO0366,6.17155028554773e-05,5.03954130840996e-06,-5.66759615470673e-05,5.66759615470673e-05,0.000123431005710955,1.00790826168199e-05,-0.000113351923094135
5MTRtex,"5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm)",,-7.8949902035468e-05,-2.58258395149369e-05,5.31240625205311e-05,5.31240625205311e-05,7.90041349669427e-10,3.4049207897624e-11,-7.55992141771803e-10
ADMDC,"Adenosylmethionine decarboxylase",ZMO1_ZMO0105 or ZMO1_ZMO0543,7.89499020293221e-05,2.5825839529901e-05,-5.31240624994211e-05,5.31240624994211e-05,7.90053641418534e-10,3.40486675786951e-11,-7.56004973839839e-10
SPMS,"Spermidine synthase",,7.89499020293221e-05,2.5825839529901e-05,-5.31240624994211e-05,5.31240624994211e-05,7.90053641418534e-10,3.40486675786951e-11,-7.56004973839839e-10
MTAN,"Methylthioadenosine nucleosidase",,7.89499020293221e-05,2.5825839529901e-05,-5.31240624994211e-05,5.31240624994211e-05,7.90053641418534e-10,3.40486675786951e-11,-7.56004973839839e-10
5MTRtpp,"5-Methylthio-D-ribose transport via proton symport (periplasm)",,7.89499020293221e-05,2.5825839529901e-05,-5.31240624994211e-05,5.31240624994211e-05,7.90053641418534e-10,3.40486675786951e-11,-7.56004973839839e-10
EX_5mtr_e,"5-Methylthio-D-ribose exchange",,7.8949902029322e-05,2.5825839529901e-05,-5.3124062499421e-05,5.3124062499421e-05,7.90053641133931e-10,3.40486675210968e-11,-7.56004973612834e-10
ADNK1,"Adenosine kinase",ZMO1_ZMO0538,8.08509111612392e-05,3.24914590941073e-05,-4.83594520671319e-05,4.83594520671319e-05,0.000161701822322478,5.68006375072102e-06,-0.000156021758571757
FRD3,"Fumarate reductase",ZMO1_ZMO0144,5.12669899087675e-05,5.07337533083821e-06,-4.61936145779293e-05,4.61936145779293e-05,0.000102533979817535,1.01467506616764e-05,-9.23872291558585e-05
GLYCTO3,"Glycolate oxidase",ZMO1_ZMO1008,4.8890640962504e-05,3.47076104989085e-06,-4.54198799126131e-05,4.54198799126131e-05,9.7781281925008e-05,6.9415220997817e-06,-9.08397598252263e-05
NADH10,"NADH dehydrogenase (menaquinone-8 & 0 protons)",ZMO1_ZMO1812 and ZMO1_ZMO1813,4.60462069865949e-05,1.76282086232233e-06,-4.42833861242726e-05,4.42833861242726e-05,9.20924139731898e-05,3.52564172464466e-06,-8.85667722485452e-05
GLYCTO4,"Glycolate oxidase",ZMO1_ZMO1008,4.63648120216931e-05,3.47076302017655e-06,-4.28940490015165e-05,4.28940490015165e-05,9.27296240433861e-05,6.9415260403531e-06,-8.5788098003033e-05
PUNP1,"Purine-nucleoside phosphorylase (Adenosine)",,-7.38385731368345e-05,-3.15699646686265e-05,4.2268608468208e-05,4.2268608468208e-05,7.12157849560059e-05,3.0654031358929e-06,-6.8150381820113e-05
G1SAT,"Glutamate-1-semialdehyde aminotransferase",ZMO1_ZMO0408 or ZMO1_ZMO1382 or ZMO1_ZMO1918,6.26541927086606e-05,2.04952391129609e-05,-4.21589535956997e-05,4.21589535956997e-05,6.26972069910341e-10,2.68869371211622e-11,-6.00085132789179e-10
GLUTRS,"Glutamyl-tRNA synthetase",ZMO1_ZMO0900 or ZMO1_ZMO1964,6.2654192713661e-05,2.0495239126909e-05,-4.2158953586752e-05,4.2158953586752e-05,6.2698207064539e-10,2.68748749654175e-11,-6.00107195679973e-10
GLUTRR,"Glutamyl-tRNA reductase",,6.2654192713661e-05,2.0495239126909e-05,-4.2158953586752e-05,4.2158953586752e-05,6.2698207064539e-10,2.68748749654175e-11,-6.00107195679973e-10
NADPHQR3,"NADPH Quinone Reductase (Menaquinone-8)",ZMO1_ZMO1949,4.37393540912365e-05,1.76281942739463e-06,-4.19765346638418e-05,4.19765346638418e-05,8.74787081824729e-05,3.52563885478926e-06,-8.39530693276837e-05
G3PD6,"Glycerol-3-phosphate dehydrogenase (menaquinone-8)",ZMO1_ZMO1441,4.36545295727391e-05,1.76282311629603e-06,-4.18917064564431e-05,4.18917064564431e-05,8.73090591454783e-05,3.52564623259206e-06,-8.37834129128862e-05
NADH9,"NADH dehydrogenase (demethylmenaquinone-8 & 0 protons)",( ZMO1_ZMO1113 or ZMO1_ZMO1335 or ZMO1_ZMO1949 ),4.35434444087893e-05,1.7628287082112e-06,-4.17806157005781e-05,4.17806157005781e-05,8.70868888175787e-05,3.5256574164224e-06,-8.35612314011563e-05
G3PD7,"Glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8)",ZMO1_ZMO0022,4.35344593303394e-05,1.76282523070104e-06,-4.17716340996384e-05,4.17716340996384e-05,8.70689186606788e-05,3.52565046140207e-06,-8.35432681992767e-05
DXPS,"1-deoxy-D-xylulose 5-phosphate synthase",ZMO1_ZMO1234 or ZMO1_ZMO1598,6.19049829955065e-05,2.02501541128205e-05,-4.1654828882686e-05,4.1654828882686e-05,6.56077243286991e-10,2.66688676621874e-11,-6.29408375624804e-10
GLYCLTDx,"Glycolate dehydrogenase (NAD)",ZMO1_ZMO0157 or ZMO1_ZMO1237 or ZMO1_ZMO1685 or ZMO1_ZMO1883 or ZMO1_ZMO1685 or ZMO1_ZMO1883,4.3643080550668e-05,3.25227149485224e-06,-4.03908090558158e-05,4.03908090558158e-05,8.72861611013361e-05,6.50454298970447e-06,-8.07816181116316e-05
U23GAAT,"UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase",ZMO1_ZMO0704,5.8260335459495e-05,1.87785076532987e-05,-3.94818278061963e-05,3.94818278061963e-05,2.2368201078059e-06,1.72685012947141e-07,-2.06413509485876e-06
UHGADA,"UDP-3-O-acetylglucosamine deacetylase",,5.82603354594949e-05,1.87785076532987e-05,-3.94818278061963e-05,3.94818278061963e-05,2.23682010780586e-06,1.72685012947141e-07,-2.06413509485872e-06
UAGAAT,"UDP-N-acetylglucosamine acyltransferase",ZMO1_ZMO1279,5.82603354594949e-05,1.87785076661839e-05,-3.9481827793311e-05,3.9481827793311e-05,2.23682010780586e-06,1.72685020061181e-07,-2.06413508774468e-06
PROabcpp,"L-proline transport via ABC system (periplasm)",ZMO1_ZMO0572 and ZMO1_ZMO1262,4.11585964588818e-05,1.76281502661801e-06,-3.93957814322637e-05,3.93957814322637e-05,8.23171929177635e-05,3.52563005323603e-06,-7.87915628645275e-05
HISt2rpp,"L-histidine reversible transport via proton symport (periplasm)",ZMO1_ZMO1378 or ZMO1_ZMO1804,-4.11436716376556e-05,-1.75708012761788e-06,3.93865915100378e-05,3.93865915100378e-05,8.22873432753113e-05,3.51416025523577e-06,-7.87731830200755e-05
GLUabcpp,"L-glutamate transport via ABC system (periplasm)",ZMO1_ZMO1261 and ZMO1_ZMO1590,4.11436653660821e-05,1.75708453309387e-06,-3.93865808329882e-05,3.93865808329882e-05,8.22873307321642e-05,3.51416906618773e-06,-7.87731616659765e-05
CRNabcpp,"L-carnitine transport via ABC system (periplasm)",ZMO1_ZMO1262 and ZMO1_ZMO0572,4.11469840484388e-05,1.76281218788876e-06,-3.938417186055e-05,3.938417186055e-05,8.22939680968776e-05,3.52562437577753e-06,-7.87683437211001e-05
ARBabcpp,"L-arabinose transport via ABC system (periplasm)",ZMO1_ZMO1263,4.11436790067263e-05,1.76282414310336e-06,-3.93808548636229e-05,3.93808548636229e-05,8.22873580134525e-05,3.52564828620672e-06,-7.87617097272458e-05
CTBTt2rpp,"Cronobetaine outward transport (H+ antiport)",ZMO1_ZMO0293,-4.11436800158843e-05,-1.76283199948557e-06,3.93808480163987e-05,3.93808480163987e-05,8.22873600317686e-05,3.52566399897114e-06,-7.87616960327975e-05
CTBTabcpp,"Crotonobetaine transport via ABC system (periplasm)",ZMO1_ZMO1262 and ZMO1_ZMO0572,4.11436800158843e-05,1.76283200092886e-06,-3.93808480149554e-05,3.93808480149554e-05,8.22873600317686e-05,3.52566400185772e-06,-7.87616960299109e-05
CRNDt2rpp,"D-carnitine outward transport (H+ antiport)",ZMO1_ZMO0293,499.999958856328,499.999998237168,3.93808396665918e-05,3.93808396665918e-05,1000.00008228734,1000.00000352566,-7.87616793331836e-05
CRNDabcpp,"D-carnitine transport via ABC system (periplasm)",ZMO1_ZMO1262 and ZMO1_ZMO0572,4.11436715937394e-05,1.76283200092886e-06,-3.93808395928105e-05,3.93808395928105e-05,8.22873431874788e-05,3.52566400185772e-06,-7.8761679185621e-05
NADPHQR4,"NADPH Quinone Reductase (2-Demethylmenaquinone-8)",ZMO1_ZMO1949,4.11436548910249e-05,1.76281651790081e-06,-3.93808383731241e-05,3.93808383731241e-05,8.22873097820499e-05,3.52563303580161e-06,-7.87616767462483e-05
HISabcpp,"L-histidine transport via ABC system (periplasm)",ZMO1_ZMO0458 or ZMO1_ZMO0275,4.11346969845378e-05,1.76283192476756e-06,-3.93718650597702e-05,3.93718650597702e-05,8.22693939690755e-05,3.52566384953512e-06,-7.87437301195404e-05
SULabcpp,"Sulfate transport via ABC system (periplasm)",( ZMO1_ZMO1263 and ZMO1_ZMO1048 ) or ( ZMO1_ZMO1048 and ZMO1_ZMO1263 ),4.11260957940973e-05,1.75708022209786e-06,-3.93690155719995e-05,3.93690155719995e-05,8.22521915881946e-05,3.51416044419572e-06,-7.87380311439989e-05
CDPMEK,"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase",ZMO1_ZMO1182,5.66837819730087e-05,1.85422177563703e-05,-3.81415642166384e-05,3.81415642166384e-05,5.67236019453584e-10,2.39877354633357e-11,-5.43248283990248e-10
MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",ZMO1_ZMO0353 or ZMO1_ZMO1128,5.66837819730087e-05,1.85422177563703e-05,-3.81415642166384e-05,3.81415642166384e-05,5.67236019453584e-10,2.39877354633357e-11,-5.43248283990248e-10
DXPRIi,"1-deoxy-D-xylulose reductoisomerase",ZMO1_ZMO1150,5.66837819730087e-05,1.85422177563703e-05,-3.81415642166384e-05,3.81415642166384e-05,5.67236019453584e-10,2.39877354633357e-11,-5.43248283990248e-10
MEPCT,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase",ZMO1_ZMO0353 or ZMO1_ZMO1128,5.66837819730087e-05,1.85422177563703e-05,-3.81415642166384e-05,3.81415642166384e-05,5.67236019453584e-10,2.39877354633357e-11,-5.43248283990248e-10
MECDPDH5,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",ZMO1_ZMO0220,5.66837819730087e-05,1.85422177563703e-05,-3.81415642166384e-05,3.81415642166384e-05,5.67236019453584e-10,2.39877354633357e-11,-5.43248283990248e-10
GLYCLTDy,"Glycolate dehydrogenase (NADP)",ZMO1_ZMO1685 or ZMO1_ZMO1883 or ZMO1_ZMO0157 or ZMO1_ZMO1237 or ZMO1_ZMO1685 or ZMO1_ZMO1883,4.11436810315534e-05,3.37309496512122e-06,-3.77705860664322e-05,3.77705860664322e-05,8.22873620631068e-05,6.74618993024243e-06,-7.55411721328644e-05
MLDCP2Bpp,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",( ZMO1_ZMO1764 ),3.98642849030516e-05,2.63562301386289e-06,-3.72286618891887e-05,3.72286618891887e-05,7.97285698061031e-05,5.27124602772578e-06,-7.44573237783774e-05
MLDCP2App,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",( ZMO1_ZMO1764 ),3.98649124877073e-05,2.65573451517009e-06,-3.72091779725372e-05,3.72091779725372e-05,7.97298249754147e-05,5.31146903034018e-06,-7.44183559450745e-05
MDDCP5pp,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",( ZMO1_ZMO1089 or ZMO1_ZMO1089 or ZMO1_ZMO1089 or ZMO1_ZMO0893 ),3.9864912137696e-05,2.65573636839979e-06,-3.72091757692962e-05,3.72091757692962e-05,7.97298242753921e-05,5.31147273679958e-06,-7.44183515385925e-05
MLDEP2pp,"Murein L,D-endopeptidase (murein5px3p) (periplasm)",ZMO1_ZMO1422 or ZMO1_ZMO1423 or ZMO1_ZMO1890,3.9864912137696e-05,2.65573636839979e-06,-3.72091757692962e-05,3.72091757692962e-05,7.97298242753921e-05,5.31147273679958e-06,-7.44183515385925e-05
MDDEP2pp,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",ZMO1_ZMO0825,3.98649123408767e-05,2.65574471421589e-06,-3.72091676266608e-05,3.72091676266608e-05,7.97298246817534e-05,5.31148942843178e-06,-7.44183352533216e-05
PG160abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)",ZMO1_ZMO1790,6.3773949540645e-05,3.05285093495923e-05,-3.32454401910527e-05,3.32454401910527e-05,9.29245422335829e-05,3.55794214087317e-06,-8.93666000927098e-05
CU2tpp,"Copper transport in via permease (no H+)",,3.5145523953689e-05,2.11021064178569e-06,-3.30353133119033e-05,3.30353133119033e-05,6.54726942536611e-05,2.64424999442068e-06,-6.28284442592404e-05
EAR120x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)",ZMO1_ZMO1692,3.27281096319822e-05,0,-3.27281096319822e-05,3.27281096319822e-05,6.54562192639645e-05,0,-6.54562192639645e-05
PGPP160,"Phosphatidylglycerol phosphate phosphatase (n-C16:0)",ZMO1_ZMO0513,6.19768019348385e-05,3.04685855118075e-05,-3.1508216423031e-05,3.1508216423031e-05,8.93302715037729e-05,3.43812281579085e-06,-8.5892148687982e-05
EX_glc__D_e,"D-Glucose exchange",,-9.99996720944984,-9.99999867787515,-3.14684253108766e-05,3.14684253108766e-05,6.55811003120732e-05,2.64424968854371e-06,-6.29368506235295e-05
PYDXPP,"Pyridoxal 5-phosphate phosphatase",ZMO1_ZMO100,3.27430562022102e-05,1.322127108074e-06,-3.14209290941362e-05,3.14209290941362e-05,6.54861124044204e-05,2.644254216148e-06,-6.28418581882724e-05
PYDXK,"Pyridoxal kinase",ZMO1_ZMO1600,3.27430562022102e-05,1.322127108074e-06,-3.14209290941362e-05,3.14209290941362e-05,6.54861124044204e-05,2.644254216148e-06,-6.28418581882724e-05
EAR160y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0)",ZMO1_ZMO1692,3.27322984932184e-05,1.31780260343347e-06,-3.14144958897849e-05,3.14144958897849e-05,6.54645969864368e-05,2.63560520686695e-06,-6.28289917795698e-05
GLUN,"Glutaminase",ZMO1_ZMO1683,3.27348055222361e-05,1.32211967775967e-06,-3.14126858444765e-05,3.14126858444765e-05,6.54696110444723e-05,2.64423935551934e-06,-6.28253716889529e-05
PAPA160,"Phosphatidate phosphatase (n-C16:0)",,3.27323126106276e-05,1.32212160237081e-06,-3.14101910082568e-05,3.14101910082568e-05,6.54646252212553e-05,2.64424320474162e-06,-6.28203820165136e-05
G3PT,"Glycerol-3-phosphatase",ZMO1_ZMO0442,3.27347880788587e-05,1.32785876427732e-06,-3.14069293145813e-05,3.14069293145813e-05,6.54695761577173e-05,2.65571752855465e-06,-6.28138586291627e-05
PPA2,"Inorganic triphosphatase",ZMO1_ZMO0403 or ZMO1_ZMO0713 or ZMO1_ZMO0985,3.27255956722751e-05,1.32212517784372e-06,-3.14034704944314e-05,3.14034704944314e-05,6.54511913445502e-05,2.64425035568744e-06,-6.28069409888628e-05
G1PP,"Glucose-1-phosphatase",ZMO1_ZMO0061,3.27191216569211e-05,1.32212402981224e-06,-3.13969976271089e-05,3.13969976271089e-05,6.54382433138423e-05,2.64424805962449e-06,-6.27939952542178e-05
INSK,"Insosine kinase",ZMO1_ZMO1895,3.26751403873251e-05,1.32212010334907e-06,-3.1353020283976e-05,3.1353020283976e-05,6.53502807746501e-05,2.64424020669815e-06,-6.2706040567952e-05
3HAD120,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)",ZMO1_ZMO1146 or ZMO1_ZMO1146,3.26619708620262e-05,1.31781041007746e-06,-3.13441604519488e-05,3.13441604519488e-05,6.53239417240525e-05,2.63562082015491e-06,-6.26883209038976e-05
3OAS120,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)",ZMO1_ZMO1278 or ZMO1_ZMO1278,3.26619708620262e-05,1.31781041007746e-06,-3.13441604519488e-05,3.13441604519488e-05,6.53239417240525e-05,2.63562082015491e-06,-6.26883209038976e-05
3OAR120,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)",ZMO1_ZMO0090 or ZMO1_ZMO0169 or ZMO1_ZMO0226 or ZMO1_ZMO0309 or ZMO1_ZMO0318 or ZMO1_ZMO0341 or ZMO1_ZMO0797 or ZMO1_ZMO1222 or ZMO1_ZMO1576 or ZMO1_ZMO1578 or ZMO1_ZMO1692 or ZMO1_ZMO1946 or ZMO1_ZMOp33x or ZMO1_ZMOp39x,3.26619708620262e-05,1.31781041545764e-06,-3.13441604465686e-05,3.13441604465686e-05,6.53239417240525e-05,2.63562083091529e-06,-6.26883208931372e-05
NTP5,"Nucleoside-triphosphatase (CTP)",ZMO1_ZMO1627,3.26687578491515e-05,1.32785919637612e-06,-3.13408986527754e-05,3.13408986527754e-05,6.5337515698303e-05,2.65571839275225e-06,-6.26817973055507e-05
DAGK161,"Diacylglycerol kinase (n-C16:1)",ZMO1_ZMO1391 or ZMO1_ZMO1428,3.26616005590055e-05,1.32785307608788e-06,-3.13337474829176e-05,3.13337474829176e-05,6.53232011180111e-05,2.65570615217576e-06,-6.26674949658353e-05
EAR161x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)",ZMO1_ZMO1692,3.26511448213566e-05,1.31779849382362e-06,-3.1333346327533e-05,3.1333346327533e-05,6.53022896427132e-05,2.63559698764724e-06,-6.26666926550659e-05
EAR181x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)",ZMO1_ZMO1692,3.26508551381344e-05,1.32211957288512e-06,-3.13287355652493e-05,3.13287355652493e-05,6.53017102762688e-05,2.64423914577024e-06,-6.26574711304986e-05
EAR120y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)",ZMO1_ZMO1692,3.26444110837095e-05,1.32354192789173e-06,-3.13208691558178e-05,3.13208691558178e-05,6.5288822167419e-05,2.64708385578346e-06,-6.26417383116355e-05
RBFK,"Riboflavin kinase",ZMO1_ZMO0322,3.34772799800315e-05,2.17177341927022e-06,-3.13055065607612e-05,3.13055065607612e-05,6.17334033756518e-05,2.6356113992414e-06,-5.90977919764104e-05
GLYCK,"Glycerate kinase",ZMO1_ZMO0059,3.34618804198956e-05,2.17177547163789e-06,-3.12901049482578e-05,3.12901049482578e-05,6.69237608397913e-05,4.34355094327578e-06,-6.25802098965155e-05
TRSARr,"Tartronate semialdehyde reductase",ZMO1_ZMO1883,-499.999966536263,-499.999997823912,-3.12876485395464e-05,3.12876485395464e-05,1000.00006692747,1000.00000435218,-6.25752970790927e-05
GLYCK2,"Glycerate kinase",ZMO1_ZMO0059,3.34618900713366e-05,2.18183530737764e-06,-3.1280054763959e-05,3.1280054763959e-05,6.69237801426733e-05,4.36367061475529e-06,-6.2560109527918e-05
3OAR181,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)",ZMO1_ZMO0090 or ZMO1_ZMO0169 or ZMO1_ZMO0226 or ZMO1_ZMO0309 or ZMO1_ZMO0318 or ZMO1_ZMO0341 or ZMO1_ZMO0797 or ZMO1_ZMO1222 or ZMO1_ZMO1576 or ZMO1_ZMO1578 or ZMO1_ZMO1692 or ZMO1_ZMO1946 or ZMO1_ZMOp33x or ZMO1_ZMOp39x,3.27323065584574e-05,2.51976921765993e-06,-3.02125373407975e-05,3.02125373407975e-05,6.54646131169148e-05,5.03953843531985e-06,-6.04250746815949e-05
3OAS181,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)",ZMO1_ZMO1278,3.27323065584574e-05,2.51976921765993e-06,-3.02125373407975e-05,3.02125373407975e-05,6.54646131169148e-05,5.03953843531985e-06,-6.04250746815949e-05
